id,userId,courseId,purchaseId,createdAt,updatedAt
a975de8d-07a0-48b1-87ed-6dbb981d3ce7,24267de3-0057-4ee8-a9d4-979ef85ffe1f,57e069f8-7059-4d2f-83d6-3f16f7aa0938,c5bab90f-e6da-4581-b923-da4ed19cf310,2024-08-08 01:40:19.347+00,2024-08-08 01:40:19.347+00
af19092f-78e8-4223-99dc-8c2d9a74d37d,24267de3-0057-4ee8-a9d4-979ef85ffe1f,caa12af6-8d12-42e6-985d-82190eb650ec,c5bab90f-e6da-4581-b923-da4ed19cf310,2024-08-08 01:40:19.358+00,2024-08-08 01:40:19.358+00
bce180e9-9814-41fc-bc00-1cdd2039a102,24267de3-0057-4ee8-a9d4-979ef85ffe1f,3857b311-0df8-462f-a042-6a560f3528eb,c5bab90f-e6da-4581-b923-da4ed19cf310,2024-08-08 01:40:19.364+00,2024-08-08 01:40:19.364+00
215b1830-52ff-4c02-96c6-4e1ee1c2baac,5919c779-db29-47ca-b68f-72caf6ea1f65,3b3a5d08-696f-42a3-856d-09992761a09e,471de07c-db4c-45a7-8b83-bc9df85a183f,2024-08-08 01:40:46.684+00,2024-08-08 01:40:46.684+00
9d735a5f-2397-4b11-92c4-25dcfee2ca71,5919c779-db29-47ca-b68f-72caf6ea1f65,21a45a4f-052d-4bfc-920e-adcda1cfe19c,471de07c-db4c-45a7-8b83-bc9df85a183f,2024-08-08 01:40:46.696+00,2024-08-08 01:40:46.696+00
a50eea08-5870-461d-b1bf-9df132ef9f60,5919c779-db29-47ca-b68f-72caf6ea1f65,be766134-111b-4a83-afdd-d6c54596d486,471de07c-db4c-45a7-8b83-bc9df85a183f,2024-08-08 01:40:46.704+00,2024-08-08 01:40:46.704+00
3c949024-a9b6-4b61-86ce-e4cc5011eb17,5919c779-db29-47ca-b68f-72caf6ea1f65,caa12af6-8d12-42e6-985d-82190eb650ec,471de07c-db4c-45a7-8b83-bc9df85a183f,2024-08-08 01:40:46.711+00,2024-08-08 01:40:46.711+00
f0e26d97-7a64-4b45-83e3-f44caba781ef,5919c779-db29-47ca-b68f-72caf6ea1f65,3857b311-0df8-462f-a042-6a560f3528eb,471de07c-db4c-45a7-8b83-bc9df85a183f,2024-08-08 01:40:46.718+00,2024-08-08 01:40:46.718+00
7f6a5f91-aba5-4d5b-9f44-c2744d9e9552,eb00f415-9629-436a-9c5d-2e55e7f7eb7b,21a45a4f-052d-4bfc-920e-adcda1cfe19c,7f033b0d-1a0a-4d6b-93fa-e50689cdb64b,2024-08-08 01:40:58.062+00,2024-08-08 01:40:58.062+00
9d9984e3-fe03-4910-a9b2-1d6e80d8d904,eb00f415-9629-436a-9c5d-2e55e7f7eb7b,3b3a5d08-696f-42a3-856d-09992761a09e,7f033b0d-1a0a-4d6b-93fa-e50689cdb64b,2024-08-08 01:40:58.07+00,2024-08-08 01:40:58.07+00
9ad45807-3981-493f-b517-7ec330e6e73e,eb00f415-9629-436a-9c5d-2e55e7f7eb7b,57e069f8-7059-4d2f-83d6-3f16f7aa0938,7f033b0d-1a0a-4d6b-93fa-e50689cdb64b,2024-08-08 01:40:58.078+00,2024-08-08 01:40:58.078+00
d6a0b75f-fa52-4664-9f70-92e9670d9200,eb00f415-9629-436a-9c5d-2e55e7f7eb7b,880369a6-6b14-4a6b-b3cb-4aaabc33369a,7f033b0d-1a0a-4d6b-93fa-e50689cdb64b,2024-08-08 01:40:58.086+00,2024-08-08 01:40:58.086+00
239bd2c1-ed7a-4805-99b5-2635b788a595,eb00f415-9629-436a-9c5d-2e55e7f7eb7b,f5fb2002-9ed8-4520-99ef-46df7e453375,7f033b0d-1a0a-4d6b-93fa-e50689cdb64b,2024-08-08 01:40:58.094+00,2024-08-08 01:40:58.094+00
300cfb35-6de3-4141-a4f1-6a473eaed2a6,39f1af96-755e-4909-8e1a-f5f413a8a89b,21a45a4f-052d-4bfc-920e-adcda1cfe19c,c620bf7d-2d68-4207-8219-924fb553f31c,2024-08-08 01:41:09.768+00,2024-08-08 01:41:09.768+00
17f2dc68-ceed-450c-8c26-8f0a366d55ab,39f1af96-755e-4909-8e1a-f5f413a8a89b,3b3a5d08-696f-42a3-856d-09992761a09e,c620bf7d-2d68-4207-8219-924fb553f31c,2024-08-08 01:41:09.776+00,2024-08-08 01:41:09.776+00
8bf57c99-d703-4a83-89be-f2afbdb3f51a,39f1af96-755e-4909-8e1a-f5f413a8a89b,57e069f8-7059-4d2f-83d6-3f16f7aa0938,c620bf7d-2d68-4207-8219-924fb553f31c,2024-08-08 01:41:09.783+00,2024-08-08 01:41:09.783+00
052d3283-199a-45f4-8d4e-dcf6f7008f96,39f1af96-755e-4909-8e1a-f5f413a8a89b,880369a6-6b14-4a6b-b3cb-4aaabc33369a,c620bf7d-2d68-4207-8219-924fb553f31c,2024-08-08 01:41:09.79+00,2024-08-08 01:41:09.79+00
534ff452-7993-4983-ad29-269f34fce01e,39f1af96-755e-4909-8e1a-f5f413a8a89b,3857b311-0df8-462f-a042-6a560f3528eb,c620bf7d-2d68-4207-8219-924fb553f31c,2024-08-08 01:41:09.798+00,2024-08-08 01:41:09.798+00
330973ad-71a5-47e3-804d-638a512d3153,c71e850c-b566-4424-9296-cd1fe2aa3228,21a45a4f-052d-4bfc-920e-adcda1cfe19c,f08326cf-dc53-47b1-9c2b-87cd2f3a08da,2024-08-08 01:41:21.821+00,2024-08-08 01:41:21.821+00
9e2e135d-05c5-4e87-ab5b-1e0cb3c7ae15,c71e850c-b566-4424-9296-cd1fe2aa3228,3b3a5d08-696f-42a3-856d-09992761a09e,f08326cf-dc53-47b1-9c2b-87cd2f3a08da,2024-08-08 01:41:21.827+00,2024-08-08 01:41:21.827+00
091236b2-4c84-4244-a9f9-8216b3037bc5,c71e850c-b566-4424-9296-cd1fe2aa3228,be766134-111b-4a83-afdd-d6c54596d486,f08326cf-dc53-47b1-9c2b-87cd2f3a08da,2024-08-08 01:41:21.836+00,2024-08-08 01:41:21.836+00
8c931007-d8bc-4213-9d43-f6f679845f21,c71e850c-b566-4424-9296-cd1fe2aa3228,880369a6-6b14-4a6b-b3cb-4aaabc33369a,f08326cf-dc53-47b1-9c2b-87cd2f3a08da,2024-08-08 01:41:21.844+00,2024-08-08 01:41:21.844+00
4d012e84-bdc8-4919-ae1d-b1caa873c763,c71e850c-b566-4424-9296-cd1fe2aa3228,3857b311-0df8-462f-a042-6a560f3528eb,f08326cf-dc53-47b1-9c2b-87cd2f3a08da,2024-08-08 01:41:21.85+00,2024-08-08 01:41:21.85+00
cc636ac0-cdad-4b43-b9f6-89fbe1f22fd9,bacb136b-0756-4137-b0f4-db7cc2d508f3,21a45a4f-052d-4bfc-920e-adcda1cfe19c,e109c88d-2f5e-42af-9d2b-eca986d74006,2024-08-08 01:41:34.894+00,2024-08-08 01:41:34.894+00
09dc16ea-6964-4773-a65f-2ac1d8707214,bacb136b-0756-4137-b0f4-db7cc2d508f3,3b3a5d08-696f-42a3-856d-09992761a09e,e109c88d-2f5e-42af-9d2b-eca986d74006,2024-08-08 01:41:34.902+00,2024-08-08 01:41:34.902+00
6b1887e4-4454-47c3-87a3-6289d4f81049,bacb136b-0756-4137-b0f4-db7cc2d508f3,57e069f8-7059-4d2f-83d6-3f16f7aa0938,e109c88d-2f5e-42af-9d2b-eca986d74006,2024-08-08 01:41:34.912+00,2024-08-08 01:41:34.912+00
b73185ae-9a27-421e-b9a8-b5ed55d45a6a,bacb136b-0756-4137-b0f4-db7cc2d508f3,880369a6-6b14-4a6b-b3cb-4aaabc33369a,e109c88d-2f5e-42af-9d2b-eca986d74006,2024-08-08 01:41:34.92+00,2024-08-08 01:41:34.92+00
cd64ba3e-8548-4ae8-aacf-0f0ed7a3e7a0,bacb136b-0756-4137-b0f4-db7cc2d508f3,3857b311-0df8-462f-a042-6a560f3528eb,e109c88d-2f5e-42af-9d2b-eca986d74006,2024-08-08 01:41:34.928+00,2024-08-08 01:41:34.928+00
35e6cab7-54e8-4598-b98a-f87fd1c05ed0,127c8efd-ac18-438a-9343-258a9303244a,21a45a4f-052d-4bfc-920e-adcda1cfe19c,14a15b04-5712-484e-be96-dd9a26a8ac70,2024-08-08 01:41:40.928+00,2024-08-08 01:41:40.928+00
93856b5c-6776-42f7-8ead-ed80d8a91cb7,127c8efd-ac18-438a-9343-258a9303244a,3b3a5d08-696f-42a3-856d-09992761a09e,14a15b04-5712-484e-be96-dd9a26a8ac70,2024-08-08 01:41:40.936+00,2024-08-08 01:41:40.936+00
1e783b7e-5932-47ad-b13f-f625ee0dbfea,127c8efd-ac18-438a-9343-258a9303244a,be766134-111b-4a83-afdd-d6c54596d486,14a15b04-5712-484e-be96-dd9a26a8ac70,2024-08-08 01:41:40.945+00,2024-08-08 01:41:40.945+00
