id,isPaid,createdAt,updatedAt,buyOrder,userId,coursesIds
61834bac-7a4c-4c8b-9a72-511266360b42,t,2024-08-08 03:04:21.759+00,2024-08-08 03:09:05.64+00,822d8ad2060236290fbb4da3e9,7fd3ecc6-7e92-4db9-b1e5-7324798affaa,"{be766134-111b-4a83-afdd-d6c54596d486,880369a6-6b14-4a6b-b3cb-4aaabc33369a}"
d1783b1e-dbe2-4a9c-afd0-74b655ffd22a,t,2024-08-08 03:50:32.085+00,2024-08-08 03:59:18.04+00,61e3e4c1f1b1aea044581a3add,f9b2720e-b76d-4c11-af33-4a47973e87a2,"{be766134-111b-4a83-afdd-d6c54596d486,880369a6-6b14-4a6b-b3cb-4aaabc33369a,f5fb2002-9ed8-4520-99ef-46df7e453375}"
d6ef3363-1252-44ec-a2bd-73666cbc0e80,t,2024-08-08 10:08:00.326+00,2024-08-08 10:09:43.72+00,e4e9d631faa7817b6b673584ba,14f1f868-afa2-4a04-b423-3d37db2c50b7,"{57e069f8-7059-4d2f-83d6-3f16f7aa0938,880369a6-6b14-4a6b-b3cb-4aaabc33369a}"
f884b613-6d61-4839-a715-24db61643817,t,2024-08-08 10:07:37.213+00,2024-08-08 10:14:49.304+00,f8c7cb9b9818efd26b1177eee8,b0ac0f30-e42c-42fd-8322-8f846fda65e4,"{be766134-111b-4a83-afdd-d6c54596d486,880369a6-6b14-4a6b-b3cb-4aaabc33369a,3857b311-0df8-462f-a042-6a560f3528eb}"
d0be1a9b-49a1-4575-a1c8-373d991105a5,t,2024-08-08 12:08:40.586+00,2024-08-08 12:17:29.41+00,1c374fa39281442f5251f68042,a66b6908-19e6-4f06-bfa5-c33411ae6023,"{be766134-111b-4a83-afdd-d6c54596d486,880369a6-6b14-4a6b-b3cb-4aaabc33369a}"
91c5a2c5-81bc-4e5a-b703-11fb1761b911,t,2024-08-08 12:29:10.191+00,2024-08-08 12:33:03.743+00,2db5d6b672c9c4763443728e01,fa10e9bc-4036-4093-b8e8-bd06e720db08,"{be766134-111b-4a83-afdd-d6c54596d486,880369a6-6b14-4a6b-b3cb-4aaabc33369a,3857b311-0df8-462f-a042-6a560f3528eb}"
7cc6d0f1-6217-46d5-b96c-76edda7f746a,t,2024-08-08 13:15:11.856+00,2024-08-08 13:17:55.122+00,73988acb2eca1712c1bc0c7f22,bdfabab5-d1f5-4146-a2c8-0f4a242ef5ab,"{57e069f8-7059-4d2f-83d6-3f16f7aa0938,880369a6-6b14-4a6b-b3cb-4aaabc33369a,3857b311-0df8-462f-a042-6a560f3528eb}"
68c91ee1-3769-4a7d-96b7-f5755d8d6c86,t,2024-08-08 13:24:01.166+00,2024-08-08 13:26:24.914+00,9c5791f11906af74d3a8ca8409,83c30862-0c8b-4f23-b73a-19ba10af85ce,"{57e069f8-7059-4d2f-83d6-3f16f7aa0938,880369a6-6b14-4a6b-b3cb-4aaabc33369a,f5fb2002-9ed8-4520-99ef-46df7e453375}"
0a6d49ab-4a83-4db7-b1aa-9872c10ff24f,t,2024-08-08 15:55:49.608+00,2024-08-08 15:58:37.044+00,03ca3160d6e34f18c5108bd2c4,11c7967d-1c72-4778-b31f-1c9716f0f33c,"{57e069f8-7059-4d2f-83d6-3f16f7aa0938,880369a6-6b14-4a6b-b3cb-4aaabc33369a,3857b311-0df8-462f-a042-6a560f3528eb}"
af945bd5-9e6c-4eee-a89c-fd4febe13dbe,f,2024-08-08 17:59:21.845+00,2024-08-08 17:59:21.845+00,195c978df0247751c94e07cf5a,1777ecb9-e435-4147-aad4-4ec3a34e1b02,"{be766134-111b-4a83-afdd-d6c54596d486,caa12af6-8d12-42e6-985d-82190eb650ec,3857b311-0df8-462f-a042-6a560f3528eb}"
70dd5a0e-dee8-4e23-8924-9a10473a2b97,t,2024-08-08 22:34:43.287+00,2024-08-08 22:50:44.117+00,be9cddb9457fd072b82719fa43,3f671777-34e7-41cd-b661-e489ede7f787,"{be766134-111b-4a83-afdd-d6c54596d486,caa12af6-8d12-42e6-985d-82190eb650ec,3857b311-0df8-462f-a042-6a560f3528eb}"
f72f3340-e37d-433f-a4d7-9612abe805e1,t,2024-08-08 22:43:06.755+00,2024-08-08 22:53:11.271+00,bbce95baf84de6b943628bd422,4e472142-8694-48d1-b051-ccc9a45a32a6,"{57e069f8-7059-4d2f-83d6-3f16f7aa0938,880369a6-6b14-4a6b-b3cb-4aaabc33369a}"
b40a8442-07b6-4650-832d-78bd1855e1ac,t,2024-08-09 00:11:34.441+00,2024-08-09 00:13:02.369+00,e384a50d5203380064e9801be1,80564b76-1d79-4f01-a250-2f5d8caa370a,"{be766134-111b-4a83-afdd-d6c54596d486,880369a6-6b14-4a6b-b3cb-4aaabc33369a,3857b311-0df8-462f-a042-6a560f3528eb}"
7ea8be4d-fdd9-4dca-8dd1-209a166210ce,t,2024-08-09 01:21:50.432+00,2024-08-09 01:25:23.563+00,b15aea2f2dd64f1fa8f41db29c,f6b2dc33-19aa-47e4-a029-62cb72241ef7,"{be766134-111b-4a83-afdd-d6c54596d486,880369a6-6b14-4a6b-b3cb-4aaabc33369a,f5fb2002-9ed8-4520-99ef-46df7e453375}"
4a69f200-3120-4a2d-a289-acd6dc0baf4d,t,2024-08-08 19:12:13.933+00,2024-08-11 17:44:50.275+00,1db58e39f5f3f2ad916eb9b9bb,e7f9e1e5-44d9-41c2-9930-ea492c0c41a2,"{57e069f8-7059-4d2f-83d6-3f16f7aa0938,caa12af6-8d12-42e6-985d-82190eb650ec}"
1e810f66-56a7-438f-9c91-ee75d1580f3e,t,2024-08-09 03:08:36.776+00,2024-08-09 03:10:21.025+00,b7d607fca3ba9c96fa68d971f7,68d634db-11f4-4e93-91fa-dd9f5d7bfd05,"{be766134-111b-4a83-afdd-d6c54596d486,880369a6-6b14-4a6b-b3cb-4aaabc33369a,3857b311-0df8-462f-a042-6a560f3528eb}"
ac34386d-9fff-4cad-9302-a1089cd30788,t,2024-08-09 03:07:33.954+00,2024-08-09 03:10:37.686+00,7bb5f80f29ec97692c350c3f35,f902c07f-a408-4714-a894-9131681ef713,"{57e069f8-7059-4d2f-83d6-3f16f7aa0938,880369a6-6b14-4a6b-b3cb-4aaabc33369a,f5fb2002-9ed8-4520-99ef-46df7e453375}"
859f8c70-ae0d-4e1b-a19e-774abcc33ed4,t,2024-08-09 15:59:00.747+00,2024-08-09 16:02:37.279+00,c52034030ed960d1d4563bce9b,112d7de6-326b-48d9-9fa5-9cc6521cb83e,"{57e069f8-7059-4d2f-83d6-3f16f7aa0938,caa12af6-8d12-42e6-985d-82190eb650ec,3857b311-0df8-462f-a042-6a560f3528eb}"
77f40e83-8b6f-4330-8068-b838b35b8920,t,2024-08-09 18:36:07.229+00,2024-08-09 18:42:11.833+00,2082085272490cd0f8394b0e94,a2a71103-c12a-41fe-9066-b8f16e1aaf81,"{57e069f8-7059-4d2f-83d6-3f16f7aa0938,880369a6-6b14-4a6b-b3cb-4aaabc33369a,f5fb2002-9ed8-4520-99ef-46df7e453375}"
555f3901-79c3-4d8d-a83f-d39ab231bb3e,t,2024-08-09 18:39:27.446+00,2024-08-09 18:43:41.785+00,667be2b4a1a7c854c25ec4d405,12565560-7a06-4eb5-98e5-816413524c52,"{57e069f8-7059-4d2f-83d6-3f16f7aa0938,880369a6-6b14-4a6b-b3cb-4aaabc33369a,f5fb2002-9ed8-4520-99ef-46df7e453375}"
be512ef1-f6e1-4e99-a806-cb5cd3af8c5c,t,2024-08-10 19:54:04.851+00,2024-08-10 19:54:58.804+00,faf911d79910743f05b9e1eb0b,87ce2833-6cfd-4af7-828a-a02e08dbb91f,"{57e069f8-7059-4d2f-83d6-3f16f7aa0938,880369a6-6b14-4a6b-b3cb-4aaabc33369a,f5fb2002-9ed8-4520-99ef-46df7e453375}"
455f8aa4-2b5d-464d-9fc3-371e84504e16,t,2024-08-10 19:57:13.247+00,2024-08-10 19:58:57.699+00,696dfd3822cd6b89a5dbe324cd,6d4a4f09-3555-4f57-a923-55acfed5822b,"{57e069f8-7059-4d2f-83d6-3f16f7aa0938,880369a6-6b14-4a6b-b3cb-4aaabc33369a,f5fb2002-9ed8-4520-99ef-46df7e453375}"
fed09175-753f-4254-a4c1-69fede086f8e,t,2024-08-10 22:50:27.036+00,2024-08-10 22:52:14.717+00,19585ed14c282aa9779fbe1499,eab23aaf-fe66-4aae-99bb-cdf554b6bf2b,"{be766134-111b-4a83-afdd-d6c54596d486,880369a6-6b14-4a6b-b3cb-4aaabc33369a,f5fb2002-9ed8-4520-99ef-46df7e453375}"
ae3c969e-2d24-4554-8823-82d5ebfeb609,t,2024-08-10 22:51:57.299+00,2024-08-10 22:53:15.056+00,fa7c2decb75a2748858604eef2,43a9403f-3ab2-49e8-9cb9-e06ae50d6699,"{be766134-111b-4a83-afdd-d6c54596d486,880369a6-6b14-4a6b-b3cb-4aaabc33369a,f5fb2002-9ed8-4520-99ef-46df7e453375}"
b203ed4d-ffa6-4b1a-ade7-b657b3eddc81,t,2024-08-11 01:47:54.874+00,2024-08-11 01:53:18.5+00,0d69c6a4f4059c1b6f03740ab9,25519262-55eb-41ef-be7c-225ac2391f16,"{be766134-111b-4a83-afdd-d6c54596d486,caa12af6-8d12-42e6-985d-82190eb650ec,3857b311-0df8-462f-a042-6a560f3528eb}"
ea295ad2-52b7-4ff2-b2bd-56ff0b8829ac,t,2024-08-11 18:48:56.067+00,2024-08-11 18:51:50.003+00,bd3fe7911daf7e266a28277384,c0b1c5e0-7850-4212-be19-9741e272b816,"{be766134-111b-4a83-afdd-d6c54596d486,880369a6-6b14-4a6b-b3cb-4aaabc33369a}"
7e4306fc-4540-4a35-9d52-f72a152ff514,t,2024-08-11 22:52:17.135+00,2024-08-11 22:56:45.51+00,6cb409fe931805ce68e8e057f0,c5b8b950-b561-4c8d-9019-59054bc3c0c2,"{57e069f8-7059-4d2f-83d6-3f16f7aa0938,caa12af6-8d12-42e6-985d-82190eb650ec}"
61c038d8-8a47-4a1e-9bf4-9f3908dcabfd,t,2024-08-09 22:01:42.152+00,2024-08-11 23:23:39.462+00,5fb06a3527194b8975e9bee297,7540a015-6281-4ee3-b842-75671f6c25f9,"{be766134-111b-4a83-afdd-d6c54596d486,880369a6-6b14-4a6b-b3cb-4aaabc33369a}"
5ba51432-3ad0-4101-af39-085016bc05b3,t,2024-08-12 15:59:45.438+00,2024-08-12 16:01:53.207+00,ed28559e7778c90724d7b61471,e9b426ff-5879-451d-95f4-c354e5bfcda1,"{be766134-111b-4a83-afdd-d6c54596d486,caa12af6-8d12-42e6-985d-82190eb650ec,f5fb2002-9ed8-4520-99ef-46df7e453375}"
3578134d-4b72-481f-8901-805be2924eb9,f,2024-08-12 23:07:05.061+00,2024-08-12 23:07:05.061+00,543348849503edf390de7c4b32,8b45c0b8-8a78-4a66-a886-d7d14819cc08,"{be766134-111b-4a83-afdd-d6c54596d486,caa12af6-8d12-42e6-985d-82190eb650ec,f5fb2002-9ed8-4520-99ef-46df7e453375}"
ee89ebaa-c863-4fd8-8a8d-dda5a15392c1,t,2024-08-13 00:09:28.61+00,2024-08-13 00:10:16.633+00,cf3522014e7761bc808e6b8915,cc67d8a9-eed4-416c-8b6d-58d88732d264,"{57e069f8-7059-4d2f-83d6-3f16f7aa0938,caa12af6-8d12-42e6-985d-82190eb650ec,3857b311-0df8-462f-a042-6a560f3528eb}"
04063be2-44e6-445b-bedf-acb023242580,t,2024-08-13 00:08:23.122+00,2024-08-13 00:10:20.848+00,ee404320b1e82300dee8fa126f,ed5d820c-1e3f-44ef-b430-62edcf7badde,"{57e069f8-7059-4d2f-83d6-3f16f7aa0938,caa12af6-8d12-42e6-985d-82190eb650ec,3857b311-0df8-462f-a042-6a560f3528eb}"
fbe87f6a-aa8d-4dcb-bd57-091a670b2288,t,2024-08-13 00:43:27.115+00,2024-08-13 00:52:35.28+00,868d8401c58c8b9e27cc9b88cd,89875ee2-9679-4721-a7df-a4c3f628cf55,"{be766134-111b-4a83-afdd-d6c54596d486,880369a6-6b14-4a6b-b3cb-4aaabc33369a,3857b311-0df8-462f-a042-6a560f3528eb}"
62db3723-a69a-4bae-a7d5-d4ddd216e28a,f,2024-08-13 23:55:51.725+00,2024-08-13 23:55:51.725+00,173d18c29c25c64de9c2dcce34,63258c72-ec20-41f7-b398-5ed1b2b2ae3c,"{57e069f8-7059-4d2f-83d6-3f16f7aa0938,880369a6-6b14-4a6b-b3cb-4aaabc33369a}"
4ceb2aaf-bd45-4f3e-9202-38d940708fe3,t,2024-08-13 23:56:23.759+00,2024-08-13 23:58:39.388+00,37446e85111f7af75bf03d8662,63258c72-ec20-41f7-b398-5ed1b2b2ae3c,{d7bbc939-aa73-4767-8941-1e76151b3451}
b96933e9-6e51-472b-a3ca-1d7af8451e96,t,2024-08-14 21:36:17.295+00,2024-08-14 21:38:19.13+00,8e8e8b1b156f69ac67cd933b1d,b022f245-bdbd-40e8-b2f4-7cf78df3c5a9,"{be766134-111b-4a83-afdd-d6c54596d486,caa12af6-8d12-42e6-985d-82190eb650ec,3857b311-0df8-462f-a042-6a560f3528eb}"
47589f20-f5b5-4c36-a58b-f67b655f444f,t,2024-08-16 17:49:39.208+00,2024-08-16 17:51:20.191+00,7e6acac4476099e8547d6c1ece,3fd18e12-3cd9-405d-a0d7-ea2411a64b15,"{be766134-111b-4a83-afdd-d6c54596d486,880369a6-6b14-4a6b-b3cb-4aaabc33369a,f5fb2002-9ed8-4520-99ef-46df7e453375}"
ded9eed4-678e-44eb-9ac6-2b593fb4b40b,f,2024-08-17 01:52:59.977+00,2024-08-17 01:52:59.977+00,ddf441b7219807f28777e220c4,6debd644-8edc-4973-ae07-977702db8eae,"{be766134-111b-4a83-afdd-d6c54596d486,caa12af6-8d12-42e6-985d-82190eb650ec,3857b311-0df8-462f-a042-6a560f3528eb}"
cd893052-857f-4dcc-b3f6-d03e4fef32f7,t,2024-08-17 02:19:08.649+00,2024-08-17 02:21:13.179+00,1cddfea8ecb7192a2b81518dd0,18d89178-232e-4d6b-af99-af16fbb97654,"{be766134-111b-4a83-afdd-d6c54596d486,caa12af6-8d12-42e6-985d-82190eb650ec}"
2c20aa1d-0bd6-4fbe-a82f-250810d4fbbc,t,2024-08-17 02:19:46.165+00,2024-08-17 02:21:32.892+00,45f776c417958cf238e40f92e2,96e96a40-5318-4c8e-a5b0-3dbbcbf745f3,"{be766134-111b-4a83-afdd-d6c54596d486,caa12af6-8d12-42e6-985d-82190eb650ec}"
6dd7f9b7-f3ae-4b57-9338-100f411e4f49,t,2024-08-10 16:45:14.853+00,2024-08-18 03:07:05.948+00,a4b8cbb33dd6fb12501f8fc0a3,8c2097f2-854a-4530-9ddd-2bac67842ea6,"{57e069f8-7059-4d2f-83d6-3f16f7aa0938,880369a6-6b14-4a6b-b3cb-4aaabc33369a,f5fb2002-9ed8-4520-99ef-46df7e453375}"
54b66c24-2abc-4b27-a31b-0811ec5b9ffb,f,2024-08-18 17:43:10.716+00,2024-08-18 17:43:10.716+00,ca4691c2a86a209f9c6e47cd73,8a45072a-4b40-48c4-b3d8-9d6b6f1663be,"{be766134-111b-4a83-afdd-d6c54596d486,880369a6-6b14-4a6b-b3cb-4aaabc33369a}"
a79bbf49-8ee8-4cc5-8df0-c43bd6c23bfc,t,2024-08-19 01:43:12.032+00,2024-08-19 01:44:36.205+00,a9eb7b7aafa0ea25e4eed23741,6deaed52-af63-4f52-a03f-8f20b2c9925d,"{be766134-111b-4a83-afdd-d6c54596d486,caa12af6-8d12-42e6-985d-82190eb650ec}"
f034c505-b688-45a8-ac66-614920e3b142,t,2024-08-19 01:48:10.725+00,2024-08-19 01:49:35.619+00,03a38e1ec9b00154656832835f,8add21dd-4441-4fe5-bd92-63e89696a9b3,"{be766134-111b-4a83-afdd-d6c54596d486,880369a6-6b14-4a6b-b3cb-4aaabc33369a,f5fb2002-9ed8-4520-99ef-46df7e453375}"
e5fca311-0ed3-4c60-a27a-ba308011ee38,t,2024-08-19 02:58:43.227+00,2024-08-19 03:01:02.329+00,a21346dd0a1b92a38ba343ca32,d7e51a4b-98d0-4660-82c3-4b10748ffe8a,"{be766134-111b-4a83-afdd-d6c54596d486,caa12af6-8d12-42e6-985d-82190eb650ec,3857b311-0df8-462f-a042-6a560f3528eb}"
7e8f94e8-5eb4-48c2-aa29-e27fb432cd07,t,2024-08-19 03:32:34.679+00,2024-08-19 03:35:06.5+00,4eb340db007bcd8e36968f70ad,5ce26133-ba9e-4f4c-9e85-6d92ed2b998b,"{be766134-111b-4a83-afdd-d6c54596d486,caa12af6-8d12-42e6-985d-82190eb650ec,3857b311-0df8-462f-a042-6a560f3528eb}"
670e4c8d-f390-4da5-8fcb-64244dd0b558,t,2024-08-19 03:33:41.269+00,2024-08-19 03:36:38.787+00,a38883cd78d06c2bab4e9ebd8b,6debd644-8edc-4973-ae07-977702db8eae,"{be766134-111b-4a83-afdd-d6c54596d486,caa12af6-8d12-42e6-985d-82190eb650ec,f5fb2002-9ed8-4520-99ef-46df7e453375}"
f7c4b09e-ea5d-4163-bcf5-41822ef0b946,t,2024-08-14 15:17:52.564+00,2024-08-19 03:37:09.253+00,f04c054a960c4847b740f635e5,02f7d2a1-734f-4c1f-8161-77202c5c5359,"{be766134-111b-4a83-afdd-d6c54596d486,880369a6-6b14-4a6b-b3cb-4aaabc33369a,f5fb2002-9ed8-4520-99ef-46df7e453375}"
1db45582-ae8a-47d3-8a2a-4ec950cf8765,t,2024-08-19 03:44:55.598+00,2024-08-19 03:46:34.185+00,4b719aef143cb8cb45d42e07fc,99895b0c-0b95-44eb-bbac-8344881905c3,"{be766134-111b-4a83-afdd-d6c54596d486,caa12af6-8d12-42e6-985d-82190eb650ec,3857b311-0df8-462f-a042-6a560f3528eb}"
c64e6839-6271-4af6-9583-2117f3d7c21d,t,2024-08-19 04:32:56.435+00,2024-08-19 04:34:28.863+00,10639d8787e72b2f109d94220f,19314a7f-1064-4067-acb0-447c881809d0,"{be766134-111b-4a83-afdd-d6c54596d486,caa12af6-8d12-42e6-985d-82190eb650ec,3857b311-0df8-462f-a042-6a560f3528eb}"
54552056-8de2-49b8-923d-38d95539fce9,t,2024-08-19 20:38:07.311+00,2024-08-19 20:39:45.473+00,327798ad2cf8e4ba6a2fc31162,d3e232c4-9448-44c1-9308-8a66262eef25,"{be766134-111b-4a83-afdd-d6c54596d486,caa12af6-8d12-42e6-985d-82190eb650ec,3857b311-0df8-462f-a042-6a560f3528eb}"
b3bccb5d-d71e-4c86-98a0-c8b6dc272d5d,t,2024-08-19 20:38:29.037+00,2024-08-19 20:41:17.522+00,b65ca93ca8b5d7f81f111c9ac3,ddaecb18-d95b-44a5-beb2-34adaa179035,"{be766134-111b-4a83-afdd-d6c54596d486,880369a6-6b14-4a6b-b3cb-4aaabc33369a,f5fb2002-9ed8-4520-99ef-46df7e453375}"
